FTIR,Vehicle Registartion date ,Model,Subject (English),Mileage - Using Time,FTIR Report Date,Date of Incident
FTIR-19101,24-Feb-23,BREZZA,REVERS CAMERA NOT WORKING DUE TO FAULTY CAMERA ASSY,49425,4/10/2025,4/10/2025
FTIR-19105,10-Dec-24,SWIFT,ENGINE NOT STARTING DUE TO FUEL INJECTOR PROBLEM,6574,3/7/2025,3/7/2025
FTIR-19107,27-Dec-18,ERTIGA,Vehicle not starting Due to MGU unit Failure,56636,2/11/2025,2/11/2025
FTIR-19109,7-Mar-24,BREZZA,REVERSE CAMERA NOT WORKING PROPERLY FOUND CAMERA INTERNAL FAULT,11886,2/24/2025,2/24/2025
FTIR-19112,18-Sep-20,S-PRESSO,Engine not starting on applying self sometimes due to starting motor Assy defective inside the unit,26987,3/15/2025,3/15/2025
FTIR-19116,29-Aug-20,VITARA,REV ALARM NOT WORKING DUE TO CONTROLLER ASSY DEFECTIVE,78498,3/25/2025,3/25/2025
FTIR-19138,10-Dec-24,GRAND,rpm fluctuation with dtc p0123,971,3/6/2025,3/6/2025
FTIR-19142,10-Oct-22,WAGONR,Engine not starting,17301,4/4/2025,4/4/2025
FTIR-19148,21-Oct-22,BREZZA,INFOTAINMENT TOUCH SCREEN NOT WORKING AND FUNCTIONS AUTOMATICALY WORKING UNIT ASSY DISPLAY AUDIO,11265,3/18/2025,3/18/2025
FTIR-19154,30-Dec-20,WAGONR,ENGINE NOT STARTING AND BATTERY LIGHT GLOWING ON SPEEDOMETER DUE TO INTERNAL DEFECT OF GENERATOR ASSY,12017,2/6/2025,2/6/2025
FTIR-19163,11-Jun-20,ALTO,REVERSE PARK SENSOR NOT WORKING DUE TO FAULTY BOTH SENSOR ASSYPARK,20362,4/16/2025,4/16/2025
FTIR-19172,2-Jun-18,SWIFT,vehicle suddenly stopped while running and engine not starting after the incident due to deffective fuel pump assy,167995,3/5/2025,3/5/2025
FTIR-19173,29-Jan-21,ERTIGA,engine not starting Defective part is MGU assy,13948,2/20/2025,2/20/2025
FTIR-19177,20-Nov-20,SWIFT,ENGINE NOT STARTING DUE TO MOTOR ASSY STARTING DEFACTIVE,92510,2/19/2025,2/19/2025
FTIR-19194,7-Mar-21,SWIFT,Vehicle Running Time Gear Not Working Checked and Found DTC P184A Showing We Have Checked nad Found AMT Unit Leakage,47135,2/11/2025,2/11/2025
FTIR-19197,18-Jul-23,BALENO,engine not starting some times,15664,4/16/2025,4/16/2025
FTIR-19199,6-Dec-21,SWIFT,Central lock function not working due to BCM defective,57196,2/7/2025,2/7/2025
FTIR-19202,25-Feb-25,SWIFT,VEHICLE NOT STARTING DUE TO DEFECTIVE BATTERY ASSEMBLY,1615,4/17/2025,4/17/2025
FTIR-19204,29-Jul-24,WAGONR,engine not starting,45481,3/24/2025,3/24/2025
FTIR-19205,29-Jun-21,XL6,Vehicle not starting after parking for three days due to the defect of MGU unit,32820,2/18/2025,2/18/2025
FTIR-19208,28-Jan-25,XL6,vehicle not starting due to battery getting discharge,993,3/4/2025,3/4/2025
FTIR-19219,30-Mar-22,ALTO,vehicle not starting,49902,2/20/2025,2/20/2025
FTIR-19227,7-Aug-21,BALENO,complaint regarding engine not starting defective part is PUMP ASSY FUEL,14950,3/3/2025,3/3/2025
FTIR-19240,28-Feb-25,SUPER CARRY ,KEY WARNING LIGHT GLOWING CONTIUOUSLY DUE TO STEERING LOCK SET DEFECTIVE,9,2/5/2025,2/5/2025
FTIR-19243,4-Sep-24,SWIFT,ENGINE NOT STARTING DUE TO DEFECTIVE IN INJECTOR ASSYFUEL,15174,3/18/2025,3/18/2025
FTIR-19256,18-Jul-24,GRAND,SUZUKI CONNECT NOT WORKING ALL TIME DCM,2680,2/6/2025,2/5/2025
FTIR-19264,7-Nov-23,BALENO,ENGINE NOT STARTING,19239,4/11/2025,4/11/2025
FTIR-19271,3-Oct-24,BREZZA,FRONT BUMPER LHS PAINT AUTOMATIC CRACK PROBLEM,6510,3/24/2025,3/24/2025
FTIR-19275,31-Dec-23,EECO,VEHICLE NOT STARTING IN PETROL MODE,36743,2/12/2025,2/12/2025
FTIR-19276,0,BALENO,AGS warring light glowing Gears not engage and engine not starting Due to AGS valve body stork Auto gear shift actuator unit,27,2/26/2025,2/26/2025
FTIR-19278,29-Feb-24,SWIFT,VEHICLE NOT STARTING SOMETIME BATTERY CELL WEAK CHECK WITH TESTER REMARKS COMING TO REPLACE BATTERY SEND TO VENDOR EXIDE FOR FURTHER DIAGNOSIS,4451,4/10/2025,4/10/2025
FTIR-19280,25-Jan-21,CIAZ,AS PER CUSTOMER VOICE AUTO STOP LIGHT BLINKING AND SOME TIME ENGINE NOT START THEN CHECK AND FOUND DTC CODE P1379 AUXILIARY POWER MODULE LOW STATE OF CHARGE,19963,4/21/2025,4/21/2025
FTIR-19294,12-Mar-24,BREZZA,VEHICLE REPORTED TO WORKSHOP FOR ENGINE NOT STARTING CONCERN DUE TO PROBLEM WITH BATTERY,28482,4/26/2025,4/26/2025
FTIR-19295,30-Oct-23,BREZZA,ENGINE NOT STARTING DUE TO BATTERY GETTING DISCHARGED,23723,3/25/2025,3/25/2025
FTIR-19302,7-Nov-24,SWIFT,During inspection found vehicle not starting due to defective Amaron battery,6923,2/19/2025,2/19/2025
FTIR-19304,12-Dec-19,ERTIGA,Battery Getting Discharging and Engine not starting due to defective mgu assy,51867,4/23/2025,4/23/2025
FTIR-19307,18-Dec-21,ERTIGA,ENGINE NOT STARTING WHEN VEHICLE PARKED FOR 4 OR MORE DAYS MGU ASSY TO BE DEFECTIVE,29708,4/8/2025,4/8/2025
FTIR-19314,24-Jul-24,CELERIO,Vehicle towed to workshop for Vehicle not starting and gear not engaging due to Defective part is Engine wiring harness assembly,2347,4/22/2025,4/22/2025
FTIR-19318,6-Nov-21,ERTIGA,ENGINE NOT STARTING CHECKED AND FOUND SELF MOTOR DEFECTIVE,35055,2/7/2025,2/7/2025
FTIR-19335,17-Aug-22,WAGONR,ac not working due to ac compressor defective,36005,4/28/2025,4/28/2025
FTIR-19338,28-Feb-25,SUPER CARRY ,KEY WARNING LIGHT GLOWING CONTIUOUSLY DUE TO STEERING LOCK SET DEFECTIVE,10,3/1/2025,3/1/2025
FTIR-19340,45239,GRAND,CUSTOMER CONCERN ENGINE VIBERATION AND BODY VIBERATION AND WORKSHOP OBSERVED ENGINE START AND FOUND BODY VIBERATION AND FOUND FRONT RH ENGINE MOUNTING RUBBER SOFT AND RUBBER CRACK SO INTERNAL FAILURE AND DEFECTIVE,18439,2/18/2025,2/18/2025
FTIR-19348,8-Aug-21,S-PRESSO,REVERSE PARK SENSOR NOT WORKING DUE TO FAULTY BOTH SENSOR ASSYPARK,20421,2/20/2025,2/20/2025
FTIR-19353,26-Sep-23,BALENO,ENGINE GET LATE START DEFECT OF FUEL INJECTOR,43607,2/18/2025,2/8/2025
FTIR-19360,13-Apr-22,SWIFT,VEHICLE LATE STARTING,70807,3/8/2025,2/27/2025
FTIR-19362,30-Jan-21,ALTO,REVERSE PARK SENSOR NOT WORKING DUE TO FAULTY BOTH SENSOR ASSYPARK,23414,4/8/2025,4/8/2025
FTIR-19368,10-Oct-24,WAGONR,VEHICLE NOT STARTING STARTER MOTOR FAILURE,15394,3/7/2025,3/6/2025
FTIR-19382,10-Aug-23,BREZZA,ENGINE NOT STARTING DUE TO BATTERY CELL DAMAGE,38565,3/1/2025,3/1/2025
FTIR-19387,24-May-22,VITARA,REVERSE ALARM NOT WORKING DUE TO DEFECTIVE PARK SENSOR ASSY,18158,2/18/2025,2/18/2025
FTIR-19388,21-Mar-25,ERTIGA,ENGINE NOT STARTING DUE TO STARTER MOTOR NOT WORKING,1660,4/21/2025,4/21/2025
FTIR-19389,22-Dec-20,XL6,VEHICLE NOT STARTING BATTERY CURRENT LEAKAGE DUE TO INTERNAL DEFECT IN MGU,49829,2/6/2025,2/6/2025
